Timestamp,Requests_Last_5s,CPU_Usage(%),Memory_Usage(%),Avg_Response_Time(ms),Thread_Utilization(%),Requests_Per_Second,Load_Level
4070007,12,0.00,3.79,109.42,0.00,2.40,Low
4075007,13,0.00,0.11,93.23,2.00,2.60,Low
4080007,12,0.00,0.13,109.33,0.00,2.40,Low
4085007,0,0.00,0.13,0.00,0.00,0.00,Low
4090007,17,0.00,0.15,94.82,2.00,3.40,Low
4095007,16,0.00,0.17,107.38,0.00,3.20,Low
4100007,17,0.00,0.19,95.71,2.00,3.40,Low
4327533,23,0.00,0.20,108.91,2.00,4.60,Low
4327533,0,0.00,0.20,0.00,2.00,0.00,Low
4327533,0,0.00,0.21,0.00,2.00,0.00,Low
4327533,0,0.00,0.21,0.00,2.00,0.00,Low
4327533,0,0.00,0.21,0.00,2.00,0.00,Low
4327533,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327534,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327535,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.21,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4327537,0,0.00,0.22,0.00,2.00,0.00,Low
4330008,24,0.00,0.24,100.75,2.00,4.80,Low
5560115,180,0.00,0.39,6906.39,10.00,36.00,High
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560115,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.39,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560116,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.40,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.41,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560117,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,0,0.00,0.42,0.00,8.00,0.00,Low
5560118,1,0.00,0.43,0.00,10.00,0.20,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560118,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.43,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560119,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.44,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
5560120,0,0.00,0.45,0.00,10.00,0.00,Low
7125961,95,0.00,0.53,65990.72,0.00,19.00,Medium
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125963,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.53,0.00,0.00,0.00,Low
7125964,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125965,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125966,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125967,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.54,0.00,0.00,0.00,Low
7125968,0,0.00,0.55,0.00,0.00,0.00,Low
7125968,0,0.00,0.55,0.00,0.00,0.00,Low
7125968,0,0.00,0.55,0.00,0.00,0.00,Low
7125968,0,0.00,0.55,0.00,0.00,0.00,Low
7125968,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125969,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125970,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.55,0.00,0.00,0.00,Low
7125971,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125972,0,0.00,0.56,0.00,0.00,0.00,Low
7125973,0,0.00,0.56,0.00,0.00,0.00,Low
7125973,0,0.00,0.56,0.00,0.00,0.00,Low
7125973,0,0.00,0.56,0.00,0.00,0.00,Low
7125973,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125974,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.56,0.00,0.00,0.00,Low
7125975,0,0.00,0.57,0.00,0.00,0.00,Low
7125975,0,0.00,0.57,0.00,0.00,0.00,Low
7125975,0,0.00,0.57,0.00,0.00,0.00,Low
7125975,0,0.00,0.57,0.00,0.00,0.00,Low
7125976,0,0.00,0.57,0.00,0.00,0.00,Low
7125976,0,0.00,0.57,0.00,0.00,0.00,Low
7125977,0,0.00,0.57,0.00,0.00,0.00,Low
7125977,0,0.00,0.57,0.00,0.00,0.00,Low
7125977,0,0.00,0.57,0.00,0.00,0.00,Low
7125977,0,0.00,0.57,0.00,0.00,0.00,Low
7125977,0,0.00,0.57,0.00,0.00,0.00,Low
7125978,0,0.00,0.57,0.00,0.00,0.00,Low
7125978,0,0.00,0.57,0.00,0.00,0.00,Low
7125978,0,0.00,0.57,0.00,0.00,0.00,Low
7125978,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125979,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125980,0,0.00,0.57,0.00,0.00,0.00,Low
7125981,0,0.00,0.57,0.00,0.00,0.00,Low
7125981,0,0.00,0.57,0.00,0.00,0.00,Low
7125981,0,0.00,0.57,0.00,0.00,0.00,Low
7125981,0,0.00,0.57,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
7125982,0,0.00,0.58,0.00,0.00,0.00,Low
